,Unnamed: 0,season,task_episode,task_description,task_contestant,task_score
2391,271,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Find the hard-boiled egg. You may touch two eggs, and damage two eggs, but you may not damage the boiled egg.",Jessica Knappett,0
2392,272,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Find the hard-boiled egg. You may touch two eggs, and damage two eggs, but you may not damage the boiled egg.",Kerry Godliman,0
2393,273,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Find the hard-boiled egg. You may touch two eggs, and damage two eggs, but you may not damage the boiled egg.",Phil Wang,0
2394,274,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Find the hard-boiled egg. You may touch two eggs, and damage two eggs, but you may not damage the boiled egg.",Rhod Gilbert,0
2395,275,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,James Acaster,5
2396,276,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,Jessica Knappett,3
2397,277,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,Kerry Godliman,2
2398,278,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,Phil Wang,3
2399,279,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Physically recreate a classic video game.,Rhod Gilbert,4
2400,280,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,James Acaster,4
2401,281,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,Jessica Knappett,3
2402,282,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,Kerry Godliman,2
2403,283,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,Phil Wang,1
2404,284,Series 7,Episode 10: I can hear it gooping. (7 November 2018),Tie yourself up as securely as possible. **Siren sounds**,Rhod Gilbert,5
2405,285,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",James Acaster,0
2406,286,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",Jessica Knappett,0
2407,287,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",Kerry Godliman,5
2408,288,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",Phil Wang,0
2409,289,Series 7,Episode 10: I can hear it gooping. (7 November 2018),"Live: Poke the person in front of you with either a sausage or a finger. If they guess incorrectly, they will be eliminated.",Rhod Gilbert,0
2410,0,Series 8,Episode 1: Hello. (8 May 2019),Prize: Most powerful smell.,Iain Stirling,2
2411,1,Series 8,Episode 1: Hello. (8 May 2019),Prize: Most powerful smell.,Joe Thomas,1
2412,2,Series 8,Episode 1: Hello. (8 May 2019),Prize: Most powerful smell.,Lou Sanders,5
2413,3,Series 8,Episode 1: Hello. (8 May 2019),Prize: Most powerful smell.,Paul Sinha,3
2414,4,Series 8,Episode 1: Hello. (8 May 2019),Prize: Most powerful smell.,Sian Gibson,3
2415,5,Series 8,Episode 1: Hello. (8 May 2019),Find the receiver of the baby monitor attached to your helmet. You must keep your helmet on.,Iain Stirling,5
2416,6,Series 8,Episode 1: Hello. (8 May 2019),Find the receiver of the baby monitor attached to your helmet. You must keep your helmet on.,Joe Thomas,3
2417,7,Series 8,Episode 1: Hello. (8 May 2019),Find the receiver of the baby monitor attached to your helmet. You must keep your helmet on.,Lou Sanders,2
2418,8,Series 8,Episode 1: Hello. (8 May 2019),Find the receiver of the baby monitor attached to your helmet. You must keep your helmet on.,Paul Sinha,1
2419,9,Series 8,Episode 1: Hello. (8 May 2019),Find the receiver of the baby monitor attached to your helmet. You must keep your helmet on.,Sian Gibson,4
2420,10,Series 8,Episode 1: Hello. (8 May 2019),Make a ventriloquist dummy and be chatted up by it.,Iain Stirling,5
2421,11,Series 8,Episode 1: Hello. (8 May 2019),Make a ventriloquist dummy and be chatted up by it.,Joe Thomas,1
2422,12,Series 8,Episode 1: Hello. (8 May 2019),Make a ventriloquist dummy and be chatted up by it.,Lou Sanders,4
2423,13,Series 8,Episode 1: Hello. (8 May 2019),Make a ventriloquist dummy and be chatted up by it.,Paul Sinha,4
2424,14,Series 8,Episode 1: Hello. (8 May 2019),Make a ventriloquist dummy and be chatted up by it.,Sian Gibson,4
2425,15,Series 8,Episode 1: Hello. (8 May 2019),Sneak up on Alex. He will duck down and up every 10 seconds until you are spotted.,Iain Stirling,4
2426,16,Series 8,Episode 1: Hello. (8 May 2019),Sneak up on Alex. He will duck down and up every 10 seconds until you are spotted.,Joe Thomas,5
2427,17,Series 8,Episode 1: Hello. (8 May 2019),Sneak up on Alex. He will duck down and up every 10 seconds until you are spotted.,Lou Sanders,4
2428,18,Series 8,Episode 1: Hello. (8 May 2019),Sneak up on Alex. He will duck down and up every 10 seconds until you are spotted.,Paul Sinha,1
2429,19,Series 8,Episode 1: Hello. (8 May 2019),Sneak up on Alex. He will duck down and up every 10 seconds until you are spotted.,Sian Gibson,2
2430,20,Series 8,Episode 1: Hello. (8 May 2019),Live: Collect the highest weight of doughnuts in your bucket. Your hands must stay on your hips.,Iain Stirling,4
2431,21,Series 8,Episode 1: Hello. (8 May 2019),Live: Collect the highest weight of doughnuts in your bucket. Your hands must stay on your hips.,Joe Thomas,2
2432,22,Series 8,Episode 1: Hello. (8 May 2019),Live: Collect the highest weight of doughnuts in your bucket. Your hands must stay on your hips.,Lou Sanders,5
2433,23,Series 8,Episode 1: Hello. (8 May 2019),Live: Collect the highest weight of doughnuts in your bucket. Your hands must stay on your hips.,Paul Sinha,1
2434,24,Series 8,Episode 1: Hello. (8 May 2019),Live: Collect the highest weight of doughnuts in your bucket. Your hands must stay on your hips.,Sian Gibson,3
2435,25,Series 8,Episode 1: Hello. (8 May 2019),Peel a banana using your feet.,Iain Stirling,1
2436,26,Series 8,Episode 1: Hello. (8 May 2019),Peel a banana using your feet.,Joe Thomas,0
2437,27,Series 8,Episode 1: Hello. (8 May 2019),Peel a banana using your feet.,Lou Sanders,0
2438,28,Series 8,Episode 1: Hello. (8 May 2019),Peel a banana using your feet.,Paul Sinha,0
2439,29,Series 8,Episode 1: Hello. (8 May 2019),Peel a banana using your feet.,Sian Gibson,0
2440,30,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Iain Stirling,4
2441,31,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Joe Thomas,1
2442,32,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Lou Sanders,3
2443,33,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Paul Sinha,4
2444,34,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Sian Gibson,5
2445,35,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Iain Stirling,2
2446,36,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Joe Thomas,3
2447,37,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Lou Sanders,4
2448,38,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Paul Sinha,5
2449,39,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Sian Gibson,1
2450,40,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Iain Stirling,3
2451,41,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Joe Thomas,5
2452,42,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Lou Sanders,4
2453,43,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Paul Sinha,1
2454,44,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Sian Gibson,2
2455,45,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Iain Stirling,2
2456,46,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Joe Thomas,3
2457,47,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Lou Sanders,2
2458,48,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Paul Sinha,2
2459,49,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Sian Gibson,3
2460,50,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Iain Stirling,1
2461,51,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Joe Thomas,5
2462,52,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Lou Sanders,4
2463,53,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Paul Sinha,2
2464,54,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Sian Gibson,3
2465,55,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Iain Stirling,1
2466,56,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Joe Thomas,3
2467,57,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Lou Sanders,4
2468,58,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Paul Sinha,5
2469,59,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Sian Gibson,2
2470,60,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Iain Stirling,3
2471,61,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Joe Thomas,2
2472,62,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Lou Sanders,1
2473,63,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Paul Sinha,4
2474,64,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Sian Gibson,5
2475,65,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Iain Stirling,2
2476,66,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Joe Thomas,5
2477,67,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Lou Sanders,5
2478,68,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Paul Sinha,3
2479,69,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Sian Gibson,2
2480,70,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Iain Stirling,3
2481,71,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Joe Thomas,0
2482,72,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Lou Sanders,4
2483,73,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Paul Sinha,2
2484,74,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Sian Gibson,5
2485,75,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Iain Stirling,4
2486,76,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Joe Thomas,2
2487,77,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Lou Sanders,5
2488,78,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Paul Sinha,1
2489,79,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Sian Gibson,3
2490,80,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Iain Stirling,5
2491,81,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Joe Thomas,1
2492,82,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Lou Sanders,4
2493,83,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Paul Sinha,1
2494,84,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Sian Gibson,1
2495,85,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Iain Stirling,1
2496,86,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Joe Thomas,4
2497,87,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Lou Sanders,3
2498,88,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Paul Sinha,1
2499,89,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Sian Gibson,5
2500,90,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Iain Stirling,5
2501,91,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Joe Thomas,4
2502,92,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Lou Sanders,4
2503,93,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Paul Sinha,1
2504,94,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Sian Gibson,2
2505,95,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Iain Stirling,4
2506,96,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Joe Thomas,4
2507,97,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Lou Sanders,3
2508,98,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Paul Sinha,5
2509,99,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Sian Gibson,5
2510,100,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Iain Stirling,0
2511,101,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Joe Thomas,3
2512,102,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Lou Sanders,0
2513,103,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Paul Sinha,0
2514,104,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Sian Gibson,3
2515,105,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Iain Stirling,0
2516,106,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Joe Thomas,0
2517,107,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Lou Sanders,5
2518,108,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Paul Sinha,4
2519,109,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Sian Gibson,0
2520,110,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Iain Stirling,0
2521,111,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Joe Thomas,0
2522,112,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Lou Sanders,0
2523,113,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Paul Sinha,0
2524,114,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Sian Gibson,1
2525,115,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Iain Stirling,5
2526,116,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Joe Thomas,1
2527,117,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Lou Sanders,2
2528,118,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Paul Sinha,4
2529,119,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Sian Gibson,3
2530,120,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Iain Stirling,0
2531,121,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Joe Thomas,4
2532,122,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Lou Sanders,5
2533,123,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Paul Sinha,2
2534,124,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Sian Gibson,3
2535,125,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Iain Stirling,4
2536,126,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Joe Thomas,4
2537,127,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Lou Sanders,4
2538,128,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Paul Sinha,1
2539,129,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Sian Gibson,5
2540,130,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Iain Stirling,3
2541,131,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Joe Thomas,2
2542,132,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Lou Sanders,3
2543,133,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Paul Sinha,4
2544,134,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Sian Gibson,2
2545,135,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Iain Stirling,5
2546,136,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Joe Thomas,4
2547,137,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Lou Sanders,4
2548,138,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Paul Sinha,1
2549,139,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Sian Gibson,2
2550,140,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Iain Stirling,4
2551,141,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Joe Thomas,5
2552,142,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Lou Sanders,2
2553,143,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Paul Sinha,2
2554,144,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Sian Gibson,2
2555,145,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Iain Stirling,1
2556,146,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Joe Thomas,4
2557,147,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Lou Sanders,1
2558,148,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Paul Sinha,1
2559,149,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Sian Gibson,1
2560,150,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Iain Stirling,5
2561,151,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Joe Thomas,2
2562,152,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Lou Sanders,4
2563,153,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Paul Sinha,1
2564,154,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Sian Gibson,2
2565,155,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Iain Stirling,2
2566,156,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Joe Thomas,4
2567,157,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Lou Sanders,2
2568,158,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Paul Sinha,2
2569,159,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Sian Gibson,4
2570,160,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Iain Stirling,2
2571,161,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Joe Thomas,4
2572,162,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Lou Sanders,0
2573,163,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Paul Sinha,5
2574,164,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Sian Gibson,3
2575,165,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Iain Stirling,0
